gene_callers_id,function,rao_score,source,test_result
2376128,Glycosyltransferase involved in cell wall bisynthesis (WcaA) (PDB:5MLZ),NaN,COG20_FUNCTION,true
2411853,"starch-binding outer membrane protein, SusD/RagB family",NaN,KOfam,true
2569303,diamine N-acetyltransferase [EC:2.3.1.57],NaN,KOfam,true
2389699,KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00750 Vitamin B6 metabolism [PATH:ko00750]!!!Enzymes>>>1. Oxidoreductases>>>1.4  Acting on the CH-NH2 group of donors>>>1.4.3  With oxygen as acceptor>>>1.4.3.5  pyridoxal 5'-phosphate synthase,NaN,KEGG_BRITE,true
2378459,Inorganic ion transport and metabolism,NaN,COG20_CATEGORY,true
2378460,Inorganic ion transport and metabolism,NaN,COG20_CATEGORY,true
2389808,UDPglucose 6-dehydrogenase [EC:1.1.1.22],NaN,KOfam,true
2366489,Peroxiredoxin (Bcp) (PDB:5IPH),NaN,COG20_FUNCTION,true
2378642,Menaquinone biosynthesis,NaN,COG20_PATHWAY,true
2378344,Small-conductance mechanosensitive channel (MscS) (PDB:2OAU),NaN,COG20_FUNCTION,true
2387917,Transcription,NaN,COG20_CATEGORY,true
2389796,Cell wall/membrane/envelope biogenesis,NaN,COG20_CATEGORY,true
2408226,Cell wall/membrane/envelope biogenesis,NaN,COG20_CATEGORY,true
2378429,NH3-dependent NAD+ synthetase (NadE) (PDB:3HMQ),NaN,COG20_FUNCTION,true
2408352,uncharacterized protein,NaN,KOfam,true
2388587,"Methionine biosynthesis, aspartate => homoserine => methionine",NaN,KEGG_Module,true
2540620,Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism!!!Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism,NaN,KEGG_Class,true
2366547,Function unknown,NaN,COG20_CATEGORY,true
2378533,Pyrimidine salvage,NaN,COG20_PATHWAY,true
2540861,Lipid transport and metabolism,NaN,COG20_CATEGORY,true
2569304,Thymidylate biosynthesis,NaN,COG20_PATHWAY,true
2389386,Pathway modules; Energy metabolism; ATP synthesis,NaN,KEGG_Class,true
2378540,Coenzyme transport and metabolism,NaN,COG20_CATEGORY,true
2408203,"DNA repair exonuclease SbcCD ATPase subunit (SbcC) (PDB:3QKR)!!!Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB (EnvC)",NaN,COG20_FUNCTION,true
2376081,UDP-N-acetylenolpyruvoylglucosamine reductase (MurB) (PDB:2MBR),NaN,COG20_FUNCTION,true
2378604,"Predicted endonuclease distantly related to archaeal Holliday junction resolvase, YraN/UPF0102 family (YraN) (PDB:3FOV)",NaN,COG20_FUNCTION,true
2378378,Phytoene dehydrogenase-related protein (PDB:4REP),NaN,COG20_FUNCTION,true
2512824,Lipid transport and metabolism,NaN,COG20_CATEGORY,true
2376035,"Uncharacterized conserved protein, contains restriction enzyme R protein N terminal (HSDR_N) domain",NaN,COG20_FUNCTION,true
2540607,"Posttranslational modification, protein turnover, chaperones",NaN,COG20_CATEGORY,true
2376121,Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,NaN,KEGG_Class,true
2540867,Tellurite resistance membrane protein TerC (TerC),NaN,COG20_FUNCTION,true
2378516,Endonuclease I (EndA) (PDB:1OUO),NaN,COG20_FUNCTION,true
2569272,dUTP diphosphatase [EC:3.6.1.23],NaN,KOfam,true
2388594,DNA polymerase III subunit alpha [EC:2.7.7.7],NaN,KOfam,true
2389631,"Coenzyme A biosynthesis, pantothenate => CoA",NaN,KEGG_Module,true
2389685,KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00860 Porphyrin metabolism [PATH:ko00860]!!!Enzymes>>>4. Lyases>>>4.1  Carbon-carbon lyases>>>4.1.1  Carboxy-lyases>>>4.1.1.37  uroporphyrinogen decarboxylase,NaN,KEGG_BRITE,true
2411896,"KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]!!!Enzymes>>>4. Lyases>>>4.1  Carbon-carbon lyases>>>4.1.1  Carboxy-lyases>>>4.1.1.48  indole-3-glycerol-phosphate synthase",NaN,KEGG_BRITE,true
2393713,Na+/alanine symporter (AlsT) (PDB:6CSE),NaN,COG20_FUNCTION,true
2366541,Single-stranded DNA-binding protein (Ssb) (PDB:1EQQ),NaN,COG20_FUNCTION,true
2364407,"Posttranslational modification, protein turnover, chaperones",NaN,COG20_CATEGORY,true
2389386,Polyprenyltransferase (heme O synthase) (CyoE),NaN,COG20_FUNCTION,true
2378424,Ribosome 30S subunit,NaN,COG20_PATHWAY,true
2408290,Uncharacterized conserved protein,NaN,COG20_FUNCTION,true
2411937,Beta-mannanase (ManB2) (PDB:1GVY),NaN,COG20_FUNCTION,true
2378351,1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7],NaN,KOfam,true
2411877,"Uncharacterized conserved protein, DUF983 family",NaN,COG20_FUNCTION,true
2389719,General function prediction only,NaN,COG20_CATEGORY,true
2512416,"Posttranslational modification, protein turnover, chaperones",NaN,COG20_CATEGORY,true
2393744,beta-N-acetylhexosaminidase [EC:3.2.1.52],NaN,KOfam,true
2540609,pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9],NaN,KOfam,true
2389414,tRNA(adenine34) deaminase [EC:3.5.4.33],NaN,KOfam,true
2378389,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>7. Translocases>>>7.2  Catalysing the translocation of inorganic cations>>>7.2.1  Linked to oxidoreductase reactions>>>7.2.1.1  NADH:ubiquinone reductase (Na+-transporting),NaN,KEGG_BRITE,true
2389587,KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>03070 Bacterial secretion system [PATH:ko03070]!!!Enzymes>>>7. Translocases>>>7.4  Catalysing the translocation of amino acids and peptides>>>7.4.2  Linked to the hydrolysis of a nucleoside triphosphate>>>7.4.2.8  protein-secreting ATPase!!!Secretion system>>>Type IV secretion system>>>Conjugal DNA-protein transfer (VirB/D) protein,NaN,KEGG_BRITE,true
2387930,Sugar phosphate permease (UhpC) (PDB:1PW4),NaN,COG20_FUNCTION,true
2389332,"Aurachin biosynthesis, anthranilate => aurachin A",NaN,KEGG_Module,true
2540611,Shikimate kinase (AroK) (PDB:1E6C),NaN,COG20_FUNCTION,true
2389561,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)",NaN,COG20_FUNCTION,true
2540628,"Translation, ribosomal structure and biogenesis",NaN,COG20_CATEGORY,true
2390572,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>3. Hydrolases>>>3.6  Acting on acid anhydrides>>>3.6.5  Acting on GTP to facilitate cellular and subcellular movement>>>3.6.5.-,NaN,KEGG_BRITE,true
2366570,outer membrane protein,NaN,KOfam,true
2540831,Carbohydrate transport and metabolism,NaN,COG20_CATEGORY,true
2366501,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),NaN,COG20_FUNCTION,true
2375928,"Imelysin-like iron-regulated protein IrpA, duplicated M75 peptidase-like domain (IrpA2) (PUBMED:21799754)",NaN,COG20_FUNCTION,true
2375918,"Isoleucine, leucine, valine biosynthesis",NaN,COG20_PATHWAY,true
2388587,KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00270 Cysteine and methionine metabolism [PATH:ko00270]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09106 Metabolism of other amino acids>>>00450 Selenocompound metabolism [PATH:ko00450]!!!Enzymes>>>4. Lyases>>>4.4  Carbon-sulfur lyases>>>4.4.1  Carbon-sulfur lyases (only sub-subclass identified to date)>>>4.4.1.13  cysteine-S-conjugate beta-lyase,NaN,KEGG_BRITE,true
2389689,"Siroheme biosynthesis, glutamyl-tRNA => siroheme!!!Heme biosynthesis, plants and bacteria, glutamate => heme!!!Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme",NaN,KEGG_Module,true
2366520,Phosphate-selective porin (OprP) (PDB:2O4V),NaN,COG20_FUNCTION,true
2376045,"ABC-type multidrug transport system, ATPase and permease component (MdlB) (PDB:2HYD)",NaN,COG20_FUNCTION,true
2389457,KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]!!!Enzymes>>>6. Ligases>>>6.1  Forming carbon-oxygen bonds>>>6.1.1  Ligases forming aminoacyl-tRNA and related compounds>>>6.1.1.5  isoleucine---tRNA ligase!!!Amino acid related enzymes>>>Aminoacyl-tRNA synthetase>>>Class I (U)!!!Transfer RNA biogenesis>>>Eukaryotic type>>>Aminoacyl-tRNA synthetases (AARSs)>>>Multi-aminoacyl-tRNA synthetase complex (MSC)!!!Transfer RNA biogenesis>>>Prokaryotic type>>>Aminoacyl-tRNA synthetases (AARSs)>>>Other AARSs,NaN,KEGG_BRITE,true
2378400,Coenzyme transport and metabolism,NaN,COG20_CATEGORY,true
2366533,"GTP 3',8-cyclase (molybdenum cofactor biosynthesis protein MoaA) (MoaA) (PDB:1TV7)",NaN,COG20_FUNCTION,true
2376113,Enzymes>>>2. Transferases>>>2.8  Transferring sulfur-containing groups>>>2.8.4  Transferring alkylthio groups>>>2.8.4.4  [ribosomal protein S12] (aspartate89-C3)-methylthiotransferase!!!Ribosome biogenesis>>>Prokaryotic type>>>ribosomal protein modification factors,NaN,KEGG_BRITE,true
2408255,KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Small subunit!!!Ribosome>>>Ribosomal proteins>>>Bacteria>>>Small subunit!!!Ribosome>>>Ribosomal proteins>>>Archaea>>>Small subunit,NaN,KEGG_BRITE,true
2390567,"8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family (MutT) (PDB:4V14)",NaN,COG20_FUNCTION,true
2390586,Peptidase E (PepE) (PDB:1FY2),NaN,COG20_FUNCTION,true
2378508,Defense mechanisms,NaN,COG20_CATEGORY,true
2540841,"Putative alpha-1,2-mannosidase (PDB:2WVX)",NaN,COG20_FUNCTION,true
2375966,Amino acid transport and metabolism,NaN,COG20_CATEGORY,true
2364381,Amino acid transport and metabolism,NaN,COG20_CATEGORY,true
2389365,"Translation, ribosomal structure and biogenesis",NaN,COG20_CATEGORY,true
2378593,General function prediction only,NaN,COG20_CATEGORY,true
2376165,Transcription factors>>>Prokaryotic type>>>Other transcription factors>>>Others,NaN,KEGG_BRITE,true
2390522,SsrA-binding protein,NaN,KOfam,true
2366585,Cell wall/membrane/envelope biogenesis,NaN,COG20_CATEGORY,true
2389301,thiamine-monophosphate kinase [EC:2.7.4.16],NaN,KOfam,true
2389793,Cell wall/membrane/envelope biogenesis,NaN,COG20_CATEGORY,true
2512462,ATP-dependent Lon protease [EC:3.4.21.53],NaN,KOfam,true
798159,Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.182  16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase!!!Ribosome biogenesis>>>Prokaryotic type>>>rRNA modification factors>>>16S rRNA modification factors,NaN,KEGG_BRITE,true
2378397,lipoyl(octanoyl) transferase [EC:2.3.1.181],NaN,KOfam,true
2393695,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate",NaN,KEGG_Module,true
2378503,Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism!!!Pathway modules; Energy metabolism; Carbon fixation!!!Pathway modules; Energy metabolism; Carbon fixation!!!Signature modules; Module set; Metabolic capacity!!!Signature modules; Module set; Metabolic capacity,NaN,KEGG_Class,true
2378365,Enzymes>>>2. Transferases>>>2.4  Glycosyltransferases>>>2.4.1  Hexosyltransferases>>>2.4.1.-!!!Glycosyltransferases>>>O-Glycan biosynthesis>>>O-linked Man type,NaN,KEGG_BRITE,true
2390100,rod shape-determining protein MreC,NaN,KOfam,true
2540616,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)",NaN,COG20_FUNCTION,true
2540803,fluoroquinolone resistance protein,NaN,KOfam,true
2364325,"Cell cycle control, cell division, chromosome partitioning",NaN,COG20_CATEGORY,true
2388611,"1,4-alpha-glucan branching enzyme (GlgB) (PDB:4LPC) (PUBMED:25871919)",NaN,COG20_FUNCTION,true
2389292,"Posttranslational modification, protein turnover, chaperones",NaN,COG20_CATEGORY,true
2389729,General function prediction only,NaN,COG20_CATEGORY,true
2389810,glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39],NaN,KOfam,true
2389293,Fe-S cluster assembly ATP-binding protein,NaN,KOfam,true
2411913,"beta-Lactam resistance, Bla system",NaN,KEGG_Module,true
2378456,Carbohydrate transport and metabolism,NaN,COG20_CATEGORY,true
2366747,TCA cycle,NaN,COG20_PATHWAY,true
2366530,"KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type!!!KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type",NaN,KEGG_Module,true
870767,UDP-N-acetylglucosamine 2-epimerase (WecB) (PDB:1F6D) (PUBMED:26641313;30389844),NaN,COG20_FUNCTION,true
2408312,"KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>3. Hydrolases>>>3.5  Acting on carbon-nitrogen bonds, other than peptide bonds>>>3.5.99  In other compounds>>>3.5.99.10  2-iminobutanoate/2-iminopropanoate deaminase",NaN,KEGG_BRITE,true
2390128,Ribosome maturation factor RimP (RimP) (PDB:1IB8),NaN,COG20_FUNCTION,true
2512414,KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00620 Pyruvate metabolism [PATH:ko00620]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00640 Propanoate metabolism [PATH:ko00640]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00061 Fatty acid biosynthesis [PATH:ko00061]!!!Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.3  Carboxy- and carbamoyltransferases>>>2.1.3.15  acetyl-CoA carboxytransferase!!!Enzymes>>>6. Ligases>>>6.4  Forming carbon-carbon bonds>>>6.4.1  Ligases that form carbon-carbon bonds (only sub-subclass identified to date)>>>6.4.1.2  acetyl-CoA carboxylase,NaN,KEGG_BRITE,true
2444816,Pathway modules; Energy metabolism; Sulfur metabolism!!!Signature modules; Module set; Metabolic capacity,NaN,KEGG_Class,true
2540879,Glycerol uptake facilitator or related aquaporin (Major Intrinsic protein Family) (GlpF) (PDB:1FQY),NaN,COG20_FUNCTION,true
2390592,KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00790 Folate biosynthesis [PATH:ko00790]!!!Enzymes>>>4. Lyases>>>4.1  Carbon-carbon lyases>>>4.1.2  Aldehyde-lyases>>>4.1.2.50  6-carboxytetrahydropterin synthase!!!Enzymes>>>4. Lyases>>>4.2  Carbon-oxygen lyases>>>4.2.3  Acting on phosphates>>>4.2.3.12  6-pyruvoyltetrahydropterin synthase!!!Transfer RNA biogenesis>>>Prokaryotic type>>>tRNA modification factors>>>Other tRNA modification factors,NaN,KEGG_BRITE,true
2366652,O-antigen ligase [EC:2.4.1.-],NaN,KOfam,true
2389296,"Posttranslational modification, protein turnover, chaperones",NaN,COG20_CATEGORY,true
2389573,"Uncharacterized membrane protein YdbT, contains bPH2 (bacterial pleckstrin homology) domain (YdbT)",NaN,COG20_FUNCTION,true
2388606,"Electron transfer flavoprotein, alpha and beta subunits (FixA) (PDB:5OL2)",NaN,COG20_FUNCTION,true
2389550,"Mobilome: prophages, transposons",NaN,COG20_CATEGORY,true
2376065,Cell wall/membrane/envelope biogenesis!!!Energy production and conversion!!!General function prediction only,NaN,COG20_CATEGORY,true
2378420,chorismate mutase [EC:5.4.99.5],NaN,KOfam,true
2540857,"Uncharacterized conserved protein, contains a phytase-like domain",NaN,COG20_FUNCTION,true
2389683,Pyruvate oxidation,NaN,COG20_PATHWAY,true
2408207,Pathway modules; Amino acid metabolism; Lysine metabolism,NaN,KEGG_Class,true
2390054,KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00061 Fatty acid biosynthesis [PATH:ko00061]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00780 Biotin metabolism [PATH:ko00780]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00333 Prodigiosin biosynthesis [PATH:ko00333]!!!Enzymes>>>1. Oxidoreductases>>>1.1  Acting on the CH-OH group of donors>>>1.1.1  With NAD+ or NADP+ as acceptor>>>1.1.1.100  3-oxoacyl-[acyl-carrier-protein] reductase!!!Lipid biosynthesis proteins>>>Fatty acid synthase>>>Component type,NaN,KEGG_BRITE,true
2378577,"C-terminal processing protease CtpA/Prc, contains a PDZ domain (CtpA) (PDB:6IQU)",NaN,COG20_FUNCTION,true
2389801,Cell wall/membrane/envelope biogenesis,NaN,COG20_CATEGORY,true
2540618,KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00540 Lipopolysaccharide biosynthesis [PATH:ko00540]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.191  UDP-3-O-(3-hydroxyacyl)glucosamine N-acyltransferase!!!Lipopolysaccharide biosynthesis proteins>>>Lipid A,NaN,KEGG_BRITE,true
2366529,Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism!!!Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism,NaN,KEGG_Class,true
2540764,Signal transduction mechanisms,NaN,COG20_CATEGORY,true
2540858,"Aminopeptidase N, contains DUF3458 domain (PepN) (PDB:6ATK) (PUBMED:24123841)",NaN,COG20_FUNCTION,true
2364397,Purine biosynthesis,NaN,COG20_PATHWAY,true
2540659,Twin-arginine protein secretion pathway component TatC (TatC) (PDB:4B4A),NaN,COG20_FUNCTION,true
2364325,cell division protein FtsQ,NaN,KOfam,true
870765,Cell wall/membrane/envelope biogenesis,NaN,COG20_CATEGORY,true
2388614,DNA-3-methyladenine glycosylase I [EC:3.2.2.20],NaN,KOfam,true
2540662,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",NaN,KEGG_Module,true
2408326,Mitochondrial biogenesis>>>Mitochondrial quality control factors>>>Mitochondrial respiratory chain complex assembly factors>>>Complex-IV assembly factors,NaN,KEGG_BRITE,true
2393728,Amino acid transport and metabolism,NaN,COG20_CATEGORY,true
2366716,Nucleotide transport and metabolism,NaN,COG20_CATEGORY,true
2411883,Cell wall/membrane/envelope biogenesis,NaN,COG20_CATEGORY,true
2389778,Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7),NaN,COG20_FUNCTION,true
2390101,"Cell shape-determining ATPase MreB, actin-like superfamily (MreB) (PDB:1JCE)",NaN,COG20_FUNCTION,true
2540667,Primosomal protein N' (replication factor Y) - superfamily II helicase (PriA) (PDB:6DCR),NaN,COG20_FUNCTION,true
2540822,threonine 3-dehydrogenase [EC:1.1.1.103],NaN,KOfam,true
2389713,KEGG Orthology (KO)>>>09140 Cellular Processes>>>09143 Cell growth and death>>>04214 Apoptosis - fly [PATH:ko04214]!!!Enzymes>>>1. Oxidoreductases>>>1.11  Acting on a peroxide as acceptor>>>1.11.1  Peroxidases>>>1.11.1.24  thioredoxin-dependent peroxiredoxin!!!Exosome>>>Exosomal proteins>>>Proteins found in most exosomes,NaN,KEGG_BRITE,true
2540844,Copper homeostasis protein CutC (CutC) (PDB:1TWD),NaN,COG20_FUNCTION,true
2390547,"Cysteine biosynthesis, homocysteine + serine => cysteine!!!Methionine degradation",NaN,KEGG_Module,true
2378360,Amino acid transport and metabolism,NaN,COG20_CATEGORY,true
2366630,Periplasmic ligand-binding sensor domain (PDB:4A2L),NaN,COG20_FUNCTION,true
2411934,Purine salvage,NaN,COG20_PATHWAY,true
2389301,Thiamine monophosphate kinase (ThiL) (PDB:5CC8),NaN,COG20_FUNCTION,true
2375999,Amino acid racemase YgeA (RacX) (PDB:5ELL),NaN,COG20_FUNCTION,true
2540793,tRNA(adenine34) deaminase [EC:3.5.4.33],NaN,KOfam,true
2376001,Enzymes>>>5. Isomerases>>>5.6  Isomerases altering macromolecular conformation>>>5.6.2  Enzymes altering nucleic acid conformation>>>5.6.2.2  DNA topoisomerase (ATP-hydrolysing)!!!DNA replication proteins>>>Prokaryotic type>>>DNA Topoisomerases!!!Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins!!!Prokaryotic defense system>>>Toxin-antitoxin system (TA system)>>>Type II TA system>>>Type II TA system related factors,NaN,KEGG_BRITE,true
2540820,Carbohydrate transport and metabolism,NaN,COG20_CATEGORY,true
2364444,"cell filamentation protein, protein adenylyltransferase [EC:2.7.7.108]",NaN,KOfam,true
2378514,KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00561 Glycerolipid metabolism [PATH:ko00561]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00564 Glycerophospholipid metabolism [PATH:ko00564]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.51  1-acylglycerol-3-phosphate O-acyltransferase!!!Lipid biosynthesis proteins>>>Phospholipid acyltransferase>>>LPAAT/LPLAT,NaN,KEGG_BRITE,true
2389303,Proline biosynthesis,NaN,COG20_PATHWAY,true
2390552,Pathway modules; Amino acid metabolism; Arginine and proline metabolism,NaN,KEGG_Class,true
2390137,Transcription machinery>>>Prokaryotic type>>>Bacterial type>>>RNA polymerase>>>Sigma factors,NaN,KEGG_BRITE,true
798160,Inorganic ion transport and metabolism,NaN,COG20_CATEGORY,true
2366633,Defense mechanisms,NaN,COG20_CATEGORY,true
2389730,Deoxyribodipyrimidine photolyase (PhrB) (PDB:1TEZ),NaN,COG20_FUNCTION,true
2389491,Bacterial nucleoid DNA-binding protein IHF-alpha (HimA) (PDB:1B8Z),NaN,COG20_FUNCTION,true
2389475,Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism!!!Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism,NaN,KEGG_Class,true
2411878,Urea cycle,NaN,COG20_PATHWAY,true
2376129,"KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00010 Glycolysis / Gluconeogenesis [PATH:ko00010]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00030 Pentose phosphate pathway [PATH:ko00030]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00052 Galactose metabolism [PATH:ko00052]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00500 Starch and sucrose metabolism [PATH:ko00500]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00521 Streptomycin biosynthesis [PATH:ko00521]!!!Enzymes>>>5. Isomerases>>>5.4  Intramolecular transferases>>>5.4.2  Phosphotransferases (phosphomutases)>>>5.4.2.2  phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",NaN,KEGG_BRITE,true
2389479,Coenzyme transport and metabolism,NaN,COG20_CATEGORY,true
2393682,Na+(or H+)/acetate symporter ActP (ActP),NaN,COG20_FUNCTION,true
2366606,"Serine protease, subtilisin family (AprE) (PDB:1SCJ)",NaN,COG20_FUNCTION,true
2366744,Homoserine dehydrogenase (ThrA) (PDB:5AVO) (PUBMED:29124164)!!!Aspartate kinase (MetL1) (PDB:2CDQ),NaN,COG20_FUNCTION,true
2512406,Inorganic ion transport and metabolism,NaN,COG20_CATEGORY,true
2390107,Coenzyme transport and metabolism,NaN,COG20_CATEGORY,true
2540861,Isoprenoid biosynthesis,NaN,COG20_PATHWAY,true
2540721,Phenylalanyl-tRNA synthetase beta subunit (PheT) (PDB:3L4G)!!!tRNA-binding EMAP/Myf domain (EMAP) (PDB:1MKH),NaN,COG20_FUNCTION,true
2408242,Inorganic ion transport and metabolism!!!Coenzyme transport and metabolism,NaN,COG20_CATEGORY,true
2390092,Ribosome 30S subunit,NaN,COG20_PATHWAY,true
2512408,Inorganic ion transport and metabolism,NaN,COG20_CATEGORY,true
