contig,strand,position,Treatment,a,binarized_meth_type,Treatment_top,a_top,binarized_meth_type_top,gene_callers_id,function,source,gene_callers_id_start,distance_to_start,gene_callers_id_end,distance_to_end
contig_55808,true,8032,bottom,0.43333333333333335,middle,top,0.16666666666666666,low,2451214,LPS assembly outer membrane protein LptD (organic solvent tolerance protein OstA) (LptD) (PDB:4N4R),COG20_FUNCTION,2451214,292,2451213,366
contig_55808,true,8032,bottom,0.43333333333333335,middle,top,0.16666666666666666,low,2451214,Cell wall/membrane/envelope biogenesis,COG20_CATEGORY,2451214,292,2451213,366
contig_55801,true,15819,bottom,0.18823099415204678,low,top,0.36363636363636365,middle,2451163,3-dehydroquinate dehydratase II [EC:4.2.1.10],KOfam,2451163,9,2451163,447
contig_55801,true,15819,bottom,0.18823099415204678,low,top,0.36363636363636365,middle,2451163,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate",KEGG_Module,2451163,9,2451163,447
contig_55801,true,15819,bottom,0.18823099415204678,low,top,0.36363636363636365,middle,2451163,Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism,KEGG_Class,2451163,9,2451163,447
contig_55801,true,15819,bottom,0.18823099415204678,low,top,0.36363636363636365,middle,2451163,"KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]!!!Enzymes>>>4. Lyases>>>4.2  Carbon-oxygen lyases>>>4.2.1  Hydro-lyases>>>4.2.1.10  3-dehydroquinate dehydratase",KEGG_BRITE,2451163,9,2451163,447
contig_55801,true,15819,bottom,0.18823099415204678,low,top,0.36363636363636365,middle,2451163,3-dehydroquinate dehydratase (AroQ) (PDB:1D0I),COG20_FUNCTION,2451163,9,2451163,447
contig_55801,true,15819,bottom,0.18823099415204678,low,top,0.36363636363636365,middle,2451163,Amino acid transport and metabolism,COG20_CATEGORY,2451163,9,2451163,447
contig_55801,true,15819,bottom,0.18823099415204678,low,top,0.36363636363636365,middle,2451163,Aromatic amino acid biosynthesis,COG20_PATHWAY,2451163,9,2451163,447
contig_54807,true,20624,bottom,0.18888888888888888,low,top,0.2727272727272727,middle,-1,,,2435816,966,2435813,62
contig_55808,true,103616,bottom,0.20212353716190035,low,top,0.38095238095238093,middle,-1,,,2451350,3466,2451350,2632
contig_56314,true,91995,bottom,0.7222222222222222,middle,top,0.8461538461538461,high,2461644,pyridoxine 5-phosphate synthase [EC:2.6.99.2],KOfam,2461645,64,2461644,62
contig_56314,true,91995,bottom,0.7222222222222222,middle,top,0.8461538461538461,high,2461644,"Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P",KEGG_Module,2461645,64,2461644,62
contig_56314,true,91995,bottom,0.7222222222222222,middle,top,0.8461538461538461,high,2461644,Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,KEGG_Class,2461645,64,2461644,62
contig_56314,true,91995,bottom,0.7222222222222222,middle,top,0.8461538461538461,high,2461644,KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00750 Vitamin B6 metabolism [PATH:ko00750]!!!Enzymes>>>2. Transferases>>>2.6  Transferring nitrogenous groups>>>2.6.99  Transferring other nitrogenous groups>>>2.6.99.2  pyridoxine 5'-phosphate synthase,KEGG_BRITE,2461645,64,2461644,62
contig_56314,true,91995,bottom,0.7222222222222222,middle,top,0.8461538461538461,high,2461644,Pyridoxine 5'-phosphate synthase PdxJ (PdxJ) (PDB:1HO1),COG20_FUNCTION,2461645,64,2461644,62
contig_56314,true,91995,bottom,0.7222222222222222,middle,top,0.8461538461538461,high,2461644,Coenzyme transport and metabolism,COG20_CATEGORY,2461645,64,2461644,62
contig_56314,true,91995,bottom,0.7222222222222222,middle,top,0.8461538461538461,high,2461644,Pyridoxal phosphate biosynthesis,COG20_PATHWAY,2461645,64,2461644,62
contig_53465,true,17421,bottom,0.47543859649122805,middle,top,0.2,low,2408597,cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4],KOfam,2408598,614,2408597,607
contig_53465,true,17421,bottom,0.47543859649122805,middle,top,0.2,low,2408597,KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00550 Peptidoglycan biosynthesis [PATH:ko00550]!!!Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.16  Serine-type carboxypeptidases>>>3.4.16.4  serine-type D-Ala-D-Ala carboxypeptidase!!!Peptidoglycan biosynthesis and degradation proteins>>>Peptidoglycan biosynthesis and degradation>>>DD-Transpeptidase (Class B PBP)!!!Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Divisome proteins,KEGG_BRITE,2408598,614,2408597,607
contig_53465,true,17421,bottom,0.47543859649122805,middle,top,0.2,low,2408597,"Cell division protein FtsI, peptidoglycan transpeptidase (Penicillin-binding protein 2) (FtsI) (PDB:6HZQ)",COG20_FUNCTION,2408598,614,2408597,607
contig_53465,true,17421,bottom,0.47543859649122805,middle,top,0.2,low,2408597,"Cell cycle control, cell division, chromosome partitioning!!!Cell wall/membrane/envelope biogenesis",COG20_CATEGORY,2408598,614,2408597,607
contig_64596,true,735,bottom,0.5974358974358974,middle,top,0.9090909090909091,high,2627950,branched-chain amino acid transport system substrate-binding protein,KOfam,2627950,715,2627950,470
contig_64596,true,735,bottom,0.5974358974358974,middle,top,0.9090909090909091,high,2627950,"KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Phosphate and amino acid transporters>>>Branched-chain amino acid transporter",KEGG_BRITE,2627950,715,2627950,470
contig_64596,true,735,bottom,0.5974358974358974,middle,top,0.9090909090909091,high,2627950,"ABC-type branched-chain amino acid transport system, periplasmic component (LivK) (PDB:1USG)",COG20_FUNCTION,2627950,715,2627950,470
contig_64596,true,735,bottom,0.5974358974358974,middle,top,0.9090909090909091,high,2627950,Amino acid transport and metabolism,COG20_CATEGORY,2627950,715,2627950,470
contig_135813,true,5171,bottom,0.7333333333333334,middle,top,0.8333333333333334,high,880267,3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35],KOfam,880267,232,880266,243
contig_135813,true,5171,bottom,0.7333333333333334,middle,top,0.8333333333333334,high,880267,"Isoleucine biosynthesis, pyruvate => 2-oxobutanoate!!!Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate",KEGG_Module,880267,232,880266,243
contig_135813,true,5171,bottom,0.7333333333333334,middle,top,0.8333333333333334,high,880267,Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism!!!Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism,KEGG_Class,880267,232,880266,243
contig_135813,true,5171,bottom,0.7333333333333334,middle,top,0.8333333333333334,high,880267,"KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00660 C5-Branched dibasic acid metabolism [PATH:ko00660]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00966 Glucosinolate biosynthesis [PATH:ko00966]!!!Enzymes>>>4. Lyases>>>4.2  Carbon-oxygen lyases>>>4.2.1  Hydro-lyases>>>4.2.1.33  3-isopropylmalate dehydratase!!!Enzymes>>>4. Lyases>>>4.2  Carbon-oxygen lyases>>>4.2.1  Hydro-lyases>>>4.2.1.35  (R)-2-methylmalate dehydratase",KEGG_BRITE,880267,232,880266,243
contig_135813,true,5171,bottom,0.7333333333333334,middle,top,0.8333333333333334,high,880267,Homoaconitase/3-isopropylmalate dehydratase large subunit (LeuC) (PDB:4KP1),COG20_FUNCTION,880267,232,880266,243
contig_135813,true,5171,bottom,0.7333333333333334,middle,top,0.8333333333333334,high,880267,Amino acid transport and metabolism,COG20_CATEGORY,880267,232,880266,243
contig_135813,true,5171,bottom,0.7333333333333334,middle,top,0.8333333333333334,high,880267,"Isoleucine, leucine, valine biosynthesis",COG20_PATHWAY,880267,232,880266,243
contig_55094,true,768,bottom,0.6111111111111112,middle,top,0.9333333333333333,high,2442346,phosphate acyltransferase [EC:2.3.1.274],KOfam,2442347,121,2442346,122
contig_55094,true,768,bottom,0.6111111111111112,middle,top,0.9333333333333333,high,2442346,KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00561 Glycerolipid metabolism [PATH:ko00561]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.274  phosphate acyltransferase!!!Lipid biosynthesis proteins>>>Phospholipid acyltransferase>>>GPAT,KEGG_BRITE,2442347,121,2442346,122
contig_55094,true,768,bottom,0.6111111111111112,middle,top,0.9333333333333333,high,2442346,Acyl-ACP:phosphate acyltransferase (fatty acid/phospholipid biosynthesis) (PlsX) (PDB:2GK3) (PUBMED:18992246),COG20_FUNCTION,2442347,121,2442346,122
contig_55094,true,768,bottom,0.6111111111111112,middle,top,0.9333333333333333,high,2442346,Lipid transport and metabolism,COG20_CATEGORY,2442347,121,2442346,122
contig_55108,true,9613,bottom,0.16867167919799497,low,top,0.3125,middle,-1,,,2451232,179,2451231,226
contig_55808,true,19369,bottom,0.769423558897243,high,top,0.5454545454545454,middle,2451231,membrane protein required for colicin V production,KOfam,2451232,179,2451231,226
contig_55808,true,19369,bottom,0.769423558897243,high,top,0.5454545454545454,middle,2451231,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99996 General function prediction only,KEGG_BRITE,2451232,179,2451231,226
contig_55808,true,19369,bottom,0.769423558897243,high,top,0.5454545454545454,middle,2451231,"Colicin V production accessory protein CvpA, regulator of purF expression and biofilm formation (CvpA) (PUBMED:27795353)",COG20_FUNCTION,2451232,179,2451231,226
contig_55808,true,19369,bottom,0.769423558897243,high,top,0.5454545454545454,middle,2451231,Nucleotide transport and metabolism!!!Cell wall/membrane/envelope biogenesis,COG20_CATEGORY,2435953,2285,2435953,3368
contig_54807,true,123668,bottom,0.3587962962962963,middle,top,0.18333333333333335,low,-1,,,2408594,259,2408593,261
contig_53465,true,13796,bottom,0.7530480791350356,high,top,0.7222222222222222,middle,2408594,cell division protein FtsZ,KOfam,2408594,259,2408593,261
contig_53465,true,13796,bottom,0.7530480791350356,high,top,0.7222222222222222,middle,2408594,KEGG Orthology (KO)>>>09140 Cellular Processes>>>09143 Cell growth and death>>>04112 Cell cycle - Caulobacter [PATH:ko04112]!!!Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Divisome proteins!!!Cytoskeleton proteins>>>Prokaryotic cytoskeleton proteins>>>Microtubules homologs!!!Prokaryotic defense system>>>Toxin-antitoxin system (TA system)>>>Type II TA system>>>Type II TA system related factors,KEGG_BRITE,2408594,259,2408593,261
contig_53465,true,13796,bottom,0.7530480791350356,high,top,0.7222222222222222,middle,2408594,Cell division GTPase FtsZ (FtsZ) (PDB:1FSZ),COG20_FUNCTION,2408594,259,2408593,261
contig_53465,true,13796,bottom,0.7530480791350356,high,top,0.7222222222222222,middle,2408594,"Cell cycle control, cell division, chromosome partitioning",COG20_CATEGORY,2435940,385,2435939,386
contig_54807,true,115939,bottom,0.045097511148398266,low,top,0.5833333333333334,middle,2435939,F-type H+-transporting ATPase subunit beta [EC:7.1.2.2],KOfam,2435940,385,2435939,386
contig_54807,true,115939,bottom,0.045097511148398266,low,top,0.5833333333333334,middle,2435939,F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1],KOfam,2435940,385,2435939,386
contig_54807,true,115939,bottom,0.045097511148398266,low,top,0.5833333333333334,middle,2435939,"F-type ATPase, eukaryotes",KEGG_Module,2435940,385,2435939,386
contig_54807,true,115939,bottom,0.045097511148398266,low,top,0.5833333333333334,middle,2435939,"F-type ATPase, prokaryotes and chloroplasts",KEGG_Module,2435940,385,2435939,386
contig_54807,true,115939,bottom,0.045097511148398266,low,top,0.5833333333333334,middle,2435939,Pathway modules; Energy metabolism; ATP synthesis,KEGG_Class,2435940,385,2435939,386
contig_54807,true,115939,bottom,0.045097511148398266,low,top,0.5833333333333334,middle,2435939,Pathway modules; Energy metabolism; ATP synthesis,KEGG_Class,2435940,385,2435939,386
contig_54807,true,115939,bottom,0.045097511148398266,low,top,0.5833333333333334,middle,2435939,KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190]!!!Enzymes>>>7. Translocases>>>7.1  Catalysing the translocation of protons>>>7.1.2  Linked to the hydrolysis of a nucleoside triphosphate>>>7.1.2.2  H+-transporting two-sector ATPase,KEGG_BRITE,2435940,385,2435939,386
contig_54807,true,115939,bottom,0.045097511148398266,low,top,0.5833333333333334,middle,2435939,KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00195 Photosynthesis [PATH:ko00195]!!!Enzymes>>>7. Translocases>>>7.1  Catalysing the translocation of protons>>>7.1.2  Linked to the hydrolysis of a nucleoside triphosphate>>>7.1.2.2  H+-transporting two-sector ATPase!!!Enzymes>>>7. Translocases>>>7.2  Catalysing the translocation of inorganic cations>>>7.2.2  Linked to the hydrolysis of a nucleoside triphosphate>>>7.2.2.1  Na+-transporting two-sector ATPase!!!Photosynthesis proteins>>>Photosystem and electron transport system>>>F-type ATPase [OT],KEGG_BRITE,2435940,385,2435939,386
contig_54807,true,115939,bottom,0.045097511148398266,low,top,0.5833333333333334,middle,2435939,"FoF1-type ATP synthase, beta subunit (AtpD) (PDB:3OAA)",COG20_FUNCTION,2435940,385,2435939,386
contig_54807,true,115939,bottom,0.045097511148398266,low,top,0.5833333333333334,middle,2435939,Energy production and conversion,COG20_CATEGORY,2435940,385,2435939,386
contig_54807,true,115939,bottom,0.045097511148398266,low,top,0.5833333333333334,middle,2435939,FoF1-type ATP synthase,COG20_PATHWAY,2461574,1520,2461573,1346
contig_56314,true,40285,bottom,0.8354700854700855,high,top,0.75,middle,2461573,DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6],KOfam,2461574,1520,2461573,1346
contig_56314,true,40285,bottom,0.8354700854700855,high,top,0.75,middle,2461573,KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09121 Transcription>>>03020 RNA polymerase [PATH:ko03020]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.6  DNA-directed RNA polymerase!!!Transcription machinery>>>Prokaryotic type>>>Bacterial type>>>RNA polymerase>>>Core subunits!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>NER (nucleotide excision repair)>>>TCR (transcription coupled repair) factors>>>DNA-directed RNA polymerase complex (RNAP),KEGG_BRITE,2461574,1520,2461573,1346
contig_56314,true,40285,bottom,0.8354700854700855,high,top,0.75,middle,2461573,"DNA-directed RNA polymerase, beta' subunit/160 kD subunit (RpoC) (PDB:1NT9)",COG20_FUNCTION,2461574,1520,2461573,1346
contig_56314,true,40285,bottom,0.8354700854700855,high,top,0.75,middle,2461573,Transcription,COG20_CATEGORY,2461574,1520,2461573,1346
contig_56314,true,40285,bottom,0.8354700854700855,high,top,0.75,middle,2461573,RNA polymerase,COG20_PATHWAY,2451344,495,2451344,2067
contig_55808,true,94148,bottom,0.800552104899931,high,top,0.7142857142857143,middle,-1,,,2442358,595,2442358,428
contig_55094,true,6187,bottom,0.48901098901098905,middle,top,0.8333333333333334,high,2442358,N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38],KOfam,2442358,595,2442358,428
contig_55094,true,6187,bottom,0.48901098901098905,middle,top,0.8333333333333334,high,2442358,"Ornithine biosynthesis, glutamate => ornithine!!!Arginine biosynthesis, glutamate => acetylcitrulline => arginine",KEGG_Module,2442358,595,2442358,428
contig_55094,true,6187,bottom,0.48901098901098905,middle,top,0.8333333333333334,high,2442358,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class,2442358,595,2442358,428
contig_55094,true,6187,bottom,0.48901098901098905,middle,top,0.8333333333333334,high,2442358,KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00220 Arginine biosynthesis [PATH:ko00220]!!!Enzymes>>>1. Oxidoreductases>>>1.2  Acting on the aldehyde or oxo group of donors>>>1.2.1  With NAD+ or NADP+ as acceptor>>>1.2.1.38  N-acetyl-gamma-glutamyl-phosphate reductase,KEGG_BRITE,2442358,595,2442358,428
contig_55094,true,6187,bottom,0.48901098901098905,middle,top,0.8333333333333334,high,2442358,N-acetyl-gamma-glutamylphosphate reductase (ArgC) (PDB:3DR3),COG20_FUNCTION,2442358,595,2442358,428
contig_55094,true,6187,bottom,0.48901098901098905,middle,top,0.8333333333333334,high,2442358,Amino acid transport and metabolism,COG20_CATEGORY,2442358,595,2442358,428
contig_55094,true,6187,bottom,0.48901098901098905,middle,top,0.8333333333333334,high,2442358,Arginine biosynthesis,COG20_PATHWAY,2515501,2549,2515501,1961
contig_58930,true,63514,bottom,0.27020202020202017,middle,top,0.08823529411764706,low,-1,,,2435962,1107,2435962,1983
contig_55674,true,5621,bottom,0.7063813379602853,middle,top,0.7777777777777777,high,-1,,,2461572,1732,2461572,1937
contig_54807,false,134020,bottom,0.8141025641025642,high,top,0.6845238095238095,middle,-1,,,2461572,1732,2461572,1937
contig_56314,true,35482,bottom,0.1483822223790121,low,top,0.9375,high,2461572,DNA-directed RNA polymerase subunit beta [EC:2.7.7.6],KOfam,2461572,1732,2461572,1937
contig_56314,true,35482,bottom,0.1483822223790121,low,top,0.9375,high,2461572,KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09121 Transcription>>>03020 RNA polymerase [PATH:ko03020]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.6  DNA-directed RNA polymerase!!!Transcription machinery>>>Prokaryotic type>>>Bacterial type>>>RNA polymerase>>>Core subunits!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>NER (nucleotide excision repair)>>>TCR (transcription coupled repair) factors>>>DNA-directed RNA polymerase complex (RNAP),KEGG_BRITE,2461572,1732,2461572,1937
contig_56314,true,35482,bottom,0.1483822223790121,low,top,0.9375,high,2461572,"DNA-directed RNA polymerase, beta subunit/140 kD subunit (RpoB) (PDB:5UAJ)",COG20_FUNCTION,2461572,1732,2461572,1937
contig_56314,true,35482,bottom,0.1483822223790121,low,top,0.9375,high,2461572,Transcription,COG20_CATEGORY,2461566,703,2461566,488
contig_56314,true,35482,bottom,0.1483822223790121,low,top,0.9375,high,2461572,RNA polymerase,COG20_PATHWAY,2461566,703,2461566,488
contig_56314,true,29983,bottom,0.3662582628099869,middle,top,0.7894736842105263,high,2461566,elongation factor Tu,KOfam,2461566,703,2461566,488
contig_56314,true,29983,bottom,0.3662582628099869,middle,top,0.7894736842105263,high,2461566,"Translation factors>>>Eukaryotic type>>>Elongation factors!!!Translation factors>>>Prokaryotic type>>>Elongation factors!!!Mitochondrial biogenesis>>>Mitochondrial DNA transcription, translation, and replication factors>>>Mitochondrial transcription and translation factors>>>Mitochondrial translation factors!!!Exosome>>>Exosomal proteins>>>Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)!!!Exosome>>>Exosomal proteins>>>Exosomal proteins of breast cancer cells!!!Exosome>>>Exosomal proteins>>>Exosomal proteins of colorectal cancer cells",KEGG_BRITE,2461566,703,2461566,488
contig_56314,true,29983,bottom,0.3662582628099869,middle,top,0.7894736842105263,high,2461566,"Translation elongation factor EF-Tu, a GTPase (TufA) (PDB:1EFU)",COG20_FUNCTION,2461566,703,2461566,488
contig_56314,true,29983,bottom,0.3662582628099869,middle,top,0.7894736842105263,high,2461566,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY,2435940,136,2435939,137
contig_56314,true,29983,bottom,0.3662582628099869,middle,top,0.7894736842105263,high,2461566,Translation factors,COG20_PATHWAY,2435940,136,2435939,137
contig_54807,true,116188,bottom,0.05607565832284933,low,top,0.84,high,2435939,F-type H+-transporting ATPase subunit beta [EC:7.1.2.2],KOfam,2435940,136,2435939,137
contig_54807,true,116188,bottom,0.05607565832284933,low,top,0.84,high,2435939,F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1],KOfam,2435940,136,2435939,137
contig_54807,true,116188,bottom,0.05607565832284933,low,top,0.84,high,2435939,"F-type ATPase, eukaryotes",KEGG_Module,2435940,136,2435939,137
contig_54807,true,116188,bottom,0.05607565832284933,low,top,0.84,high,2435939,"F-type ATPase, prokaryotes and chloroplasts",KEGG_Module,2435940,136,2435939,137
contig_54807,true,116188,bottom,0.05607565832284933,low,top,0.84,high,2435939,Pathway modules; Energy metabolism; ATP synthesis,KEGG_Class,2435940,136,2435939,137
contig_54807,true,116188,bottom,0.05607565832284933,low,top,0.84,high,2435939,Pathway modules; Energy metabolism; ATP synthesis,KEGG_Class,2435940,136,2435939,137
contig_54807,true,116188,bottom,0.05607565832284933,low,top,0.84,high,2435939,KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190]!!!Enzymes>>>7. Translocases>>>7.1  Catalysing the translocation of protons>>>7.1.2  Linked to the hydrolysis of a nucleoside triphosphate>>>7.1.2.2  H+-transporting two-sector ATPase,KEGG_BRITE,2435940,136,2435939,137
contig_54807,true,116188,bottom,0.05607565832284933,low,top,0.84,high,2435939,KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00195 Photosynthesis [PATH:ko00195]!!!Enzymes>>>7. Translocases>>>7.1  Catalysing the translocation of protons>>>7.1.2  Linked to the hydrolysis of a nucleoside triphosphate>>>7.1.2.2  H+-transporting two-sector ATPase!!!Enzymes>>>7. Translocases>>>7.2  Catalysing the translocation of inorganic cations>>>7.2.2  Linked to the hydrolysis of a nucleoside triphosphate>>>7.2.2.1  Na+-transporting two-sector ATPase!!!Photosynthesis proteins>>>Photosystem and electron transport system>>>F-type ATPase [OT],KEGG_BRITE,2435940,136,2435939,137
contig_54807,true,116188,bottom,0.05607565832284933,low,top,0.84,high,2435939,"FoF1-type ATP synthase, beta subunit (AtpD) (PDB:3OAA)",COG20_FUNCTION,2435940,136,2435939,137
contig_54807,true,116188,bottom,0.05607565832284933,low,top,0.84,high,2435939,Energy production and conversion,COG20_CATEGORY,784136,2297,784136,1535
contig_54807,true,116188,bottom,0.05607565832284933,low,top,0.84,high,2435939,FoF1-type ATP synthase,COG20_PATHWAY,2461562,1091,2461562,1841
contig_132105,true,2827,bottom,0.8035714285714286,high,top,0.5,middle,-1,,,2515455,1061,2515455,13
contig_56314,true,24845,bottom,0.6839464882943144,middle,top,0.9333333333333333,high,-1,,,2515455,1061,2515455,13
contig_58930,true,27031,bottom,0.5252910052910053,middle,top,0.875,high,2515455,ribosome-binding ATPase,KOfam,2515455,1061,2515455,13
