contig,strand,position,Treatment,a,binarized_meth_type,Treatment_top,a_top,binarized_meth_type_top,gene_callers_id,function,source,gene_callers_id_start,distance_to_start,gene_callers_id_end,distance_to_end,function_start,source_start,function_end,source_end
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION,795409,99,795409,555,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION,Translation factors,COG20_PATHWAY
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION,795409,99,795409,555,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION,795409,99,795409,555,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION,795409,99,795409,555,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY,Translation factors,COG20_PATHWAY
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION,795409,99,795409,555,Translation factors,COG20_PATHWAY,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION,795409,99,795409,555,Translation factors,COG20_PATHWAY,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION,795409,99,795409,555,Translation factors,COG20_PATHWAY,Translation factors,COG20_PATHWAY
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY,795409,99,795409,555,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY,795409,99,795409,555,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY,795409,99,795409,555,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION,Translation factors,COG20_PATHWAY
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY,795409,99,795409,555,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY,795409,99,795409,555,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY,795409,99,795409,555,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY,Translation factors,COG20_PATHWAY
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY,795409,99,795409,555,Translation factors,COG20_PATHWAY,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY,795409,99,795409,555,Translation factors,COG20_PATHWAY,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY,795409,99,795409,555,Translation factors,COG20_PATHWAY,Translation factors,COG20_PATHWAY
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,Translation factors,COG20_PATHWAY,795409,99,795409,555,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,Translation factors,COG20_PATHWAY,795409,99,795409,555,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,Translation factors,COG20_PATHWAY,795409,99,795409,555,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION,Translation factors,COG20_PATHWAY
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,Translation factors,COG20_PATHWAY,795409,99,795409,555,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,Translation factors,COG20_PATHWAY,795409,99,795409,555,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,Translation factors,COG20_PATHWAY,795409,99,795409,555,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY,Translation factors,COG20_PATHWAY
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,Translation factors,COG20_PATHWAY,795409,99,795409,555,Translation factors,COG20_PATHWAY,"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)",COG20_FUNCTION
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,Translation factors,COG20_PATHWAY,795409,99,795409,555,Translation factors,COG20_PATHWAY,"Translation, ribosomal structure and biogenesis",COG20_CATEGORY
contig_132567,true,16200,bottom,0.05128205128205129,low,top,0.6,middle,795409,Translation factors,COG20_PATHWAY,795409,99,795409,555,Translation factors,COG20_PATHWAY,Translation factors,COG20_PATHWAY
contig_132567,true,32032,bottom,0.27635327635327633,middle,top,0.1,low,-1,,,795425,5994,795425,6162,,,,
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,phosphoribosylamine---glycine ligase [EC:6.3.4.13],KOfam,phosphoribosylamine---glycine ligase [EC:6.3.4.13],KOfam
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,phosphoribosylamine---glycine ligase [EC:6.3.4.13],KOfam,"De novo purine biosynthesis, PRPP + glutamine => IMP",KEGG_Module
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,phosphoribosylamine---glycine ligase [EC:6.3.4.13],KOfam,Pathway modules; Nucleotide metabolism; Purine metabolism,KEGG_Class
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,phosphoribosylamine---glycine ligase [EC:6.3.4.13],KOfam,KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.4  Other carbon-nitrogen ligases>>>6.3.4.13  phosphoribosylamine---glycine ligase,KEGG_BRITE
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,phosphoribosylamine---glycine ligase [EC:6.3.4.13],KOfam,Phosphoribosylamine-glycine ligase (PurD) (PDB:1GSO),COG20_FUNCTION
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,phosphoribosylamine---glycine ligase [EC:6.3.4.13],KOfam,Nucleotide transport and metabolism,COG20_CATEGORY
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,phosphoribosylamine---glycine ligase [EC:6.3.4.13],KOfam,Purine biosynthesis,COG20_PATHWAY
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,"De novo purine biosynthesis, PRPP + glutamine => IMP",KEGG_Module,phosphoribosylamine---glycine ligase [EC:6.3.4.13],KOfam
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,"De novo purine biosynthesis, PRPP + glutamine => IMP",KEGG_Module,"De novo purine biosynthesis, PRPP + glutamine => IMP",KEGG_Module
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,"De novo purine biosynthesis, PRPP + glutamine => IMP",KEGG_Module,Pathway modules; Nucleotide metabolism; Purine metabolism,KEGG_Class
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,"De novo purine biosynthesis, PRPP + glutamine => IMP",KEGG_Module,KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.4  Other carbon-nitrogen ligases>>>6.3.4.13  phosphoribosylamine---glycine ligase,KEGG_BRITE
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,"De novo purine biosynthesis, PRPP + glutamine => IMP",KEGG_Module,Phosphoribosylamine-glycine ligase (PurD) (PDB:1GSO),COG20_FUNCTION
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,"De novo purine biosynthesis, PRPP + glutamine => IMP",KEGG_Module,Nucleotide transport and metabolism,COG20_CATEGORY
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,"De novo purine biosynthesis, PRPP + glutamine => IMP",KEGG_Module,Purine biosynthesis,COG20_PATHWAY
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Pathway modules; Nucleotide metabolism; Purine metabolism,KEGG_Class,phosphoribosylamine---glycine ligase [EC:6.3.4.13],KOfam
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Pathway modules; Nucleotide metabolism; Purine metabolism,KEGG_Class,"De novo purine biosynthesis, PRPP + glutamine => IMP",KEGG_Module
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Pathway modules; Nucleotide metabolism; Purine metabolism,KEGG_Class,Pathway modules; Nucleotide metabolism; Purine metabolism,KEGG_Class
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Pathway modules; Nucleotide metabolism; Purine metabolism,KEGG_Class,KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.4  Other carbon-nitrogen ligases>>>6.3.4.13  phosphoribosylamine---glycine ligase,KEGG_BRITE
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Pathway modules; Nucleotide metabolism; Purine metabolism,KEGG_Class,Phosphoribosylamine-glycine ligase (PurD) (PDB:1GSO),COG20_FUNCTION
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Pathway modules; Nucleotide metabolism; Purine metabolism,KEGG_Class,Nucleotide transport and metabolism,COG20_CATEGORY
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Pathway modules; Nucleotide metabolism; Purine metabolism,KEGG_Class,Purine biosynthesis,COG20_PATHWAY
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.4  Other carbon-nitrogen ligases>>>6.3.4.13  phosphoribosylamine---glycine ligase,KEGG_BRITE,phosphoribosylamine---glycine ligase [EC:6.3.4.13],KOfam
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.4  Other carbon-nitrogen ligases>>>6.3.4.13  phosphoribosylamine---glycine ligase,KEGG_BRITE,"De novo purine biosynthesis, PRPP + glutamine => IMP",KEGG_Module
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.4  Other carbon-nitrogen ligases>>>6.3.4.13  phosphoribosylamine---glycine ligase,KEGG_BRITE,Pathway modules; Nucleotide metabolism; Purine metabolism,KEGG_Class
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.4  Other carbon-nitrogen ligases>>>6.3.4.13  phosphoribosylamine---glycine ligase,KEGG_BRITE,KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.4  Other carbon-nitrogen ligases>>>6.3.4.13  phosphoribosylamine---glycine ligase,KEGG_BRITE
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.4  Other carbon-nitrogen ligases>>>6.3.4.13  phosphoribosylamine---glycine ligase,KEGG_BRITE,Phosphoribosylamine-glycine ligase (PurD) (PDB:1GSO),COG20_FUNCTION
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.4  Other carbon-nitrogen ligases>>>6.3.4.13  phosphoribosylamine---glycine ligase,KEGG_BRITE,Nucleotide transport and metabolism,COG20_CATEGORY
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.4  Other carbon-nitrogen ligases>>>6.3.4.13  phosphoribosylamine---glycine ligase,KEGG_BRITE,Purine biosynthesis,COG20_PATHWAY
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Phosphoribosylamine-glycine ligase (PurD) (PDB:1GSO),COG20_FUNCTION,phosphoribosylamine---glycine ligase [EC:6.3.4.13],KOfam
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Phosphoribosylamine-glycine ligase (PurD) (PDB:1GSO),COG20_FUNCTION,"De novo purine biosynthesis, PRPP + glutamine => IMP",KEGG_Module
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Phosphoribosylamine-glycine ligase (PurD) (PDB:1GSO),COG20_FUNCTION,Pathway modules; Nucleotide metabolism; Purine metabolism,KEGG_Class
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Phosphoribosylamine-glycine ligase (PurD) (PDB:1GSO),COG20_FUNCTION,KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.4  Other carbon-nitrogen ligases>>>6.3.4.13  phosphoribosylamine---glycine ligase,KEGG_BRITE
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Phosphoribosylamine-glycine ligase (PurD) (PDB:1GSO),COG20_FUNCTION,Phosphoribosylamine-glycine ligase (PurD) (PDB:1GSO),COG20_FUNCTION
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Phosphoribosylamine-glycine ligase (PurD) (PDB:1GSO),COG20_FUNCTION,Nucleotide transport and metabolism,COG20_CATEGORY
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Phosphoribosylamine-glycine ligase (PurD) (PDB:1GSO),COG20_FUNCTION,Purine biosynthesis,COG20_PATHWAY
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Nucleotide transport and metabolism,COG20_CATEGORY,phosphoribosylamine---glycine ligase [EC:6.3.4.13],KOfam
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Nucleotide transport and metabolism,COG20_CATEGORY,"De novo purine biosynthesis, PRPP + glutamine => IMP",KEGG_Module
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Nucleotide transport and metabolism,COG20_CATEGORY,Pathway modules; Nucleotide metabolism; Purine metabolism,KEGG_Class
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Nucleotide transport and metabolism,COG20_CATEGORY,KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.4  Other carbon-nitrogen ligases>>>6.3.4.13  phosphoribosylamine---glycine ligase,KEGG_BRITE
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Nucleotide transport and metabolism,COG20_CATEGORY,Phosphoribosylamine-glycine ligase (PurD) (PDB:1GSO),COG20_FUNCTION
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Nucleotide transport and metabolism,COG20_CATEGORY,Nucleotide transport and metabolism,COG20_CATEGORY
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Nucleotide transport and metabolism,COG20_CATEGORY,Purine biosynthesis,COG20_PATHWAY
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Purine biosynthesis,COG20_PATHWAY,phosphoribosylamine---glycine ligase [EC:6.3.4.13],KOfam
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Purine biosynthesis,COG20_PATHWAY,"De novo purine biosynthesis, PRPP + glutamine => IMP",KEGG_Module
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Purine biosynthesis,COG20_PATHWAY,Pathway modules; Nucleotide metabolism; Purine metabolism,KEGG_Class
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Purine biosynthesis,COG20_PATHWAY,KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.4  Other carbon-nitrogen ligases>>>6.3.4.13  phosphoribosylamine---glycine ligase,KEGG_BRITE
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Purine biosynthesis,COG20_PATHWAY,Phosphoribosylamine-glycine ligase (PurD) (PDB:1GSO),COG20_FUNCTION
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Purine biosynthesis,COG20_PATHWAY,Nucleotide transport and metabolism,COG20_CATEGORY
contig_18,true,87802,bottom,0.0693082985926677,low,top,0.5,middle,-1,,,1131142,2835,1131142,2058,Purine biosynthesis,COG20_PATHWAY,Purine biosynthesis,COG20_PATHWAY
contig_21,true,275900,bottom,0.10629087224831905,low,top,0.6666666666666666,middle,-1,,,1288468,2997,1288468,2145,CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],KOfam,CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],KOfam
contig_21,true,275900,bottom,0.10629087224831905,low,top,0.6666666666666666,middle,-1,,,1288468,2997,1288468,2145,CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],KOfam,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",KEGG_Module
contig_21,true,275900,bottom,0.10629087224831905,low,top,0.6666666666666666,middle,-1,,,1288468,2997,1288468,2145,CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],KOfam,Pathway modules; Lipid metabolism; Lipid metabolism,KEGG_Class
contig_21,true,275900,bottom,0.10629087224831905,low,top,0.6666666666666666,middle,-1,,,1288468,2997,1288468,2145,CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],KOfam,"KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00564 Glycerophospholipid metabolism [PATH:ko00564]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.8  CDP-diacylglycerol---serine O-phosphatidyltransferase",KEGG_BRITE
contig_21,true,275900,bottom,0.10629087224831905,low,top,0.6666666666666666,middle,-1,,,1288468,2997,1288468,2145,CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],KOfam,Phosphatidylserine synthase (PssA),COG20_FUNCTION
contig_21,true,275900,bottom,0.10629087224831905,low,top,0.6666666666666666,middle,-1,,,1288468,2997,1288468,2145,CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],KOfam,Lipid transport and metabolism,COG20_CATEGORY
contig_21,true,275900,bottom,0.10629087224831905,low,top,0.6666666666666666,middle,-1,,,1288468,2997,1288468,2145,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",KEGG_Module,CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],KOfam
