contig,strand,position,Treatment,a,binarized_meth_type,Treatment_top,a_top,binarized_meth_type_top,gene_callers_id,function,source,gene_callers_id_start,distance_to_start,gene_callers_id_end,distance_to_end,function_start,source_start,function_end,source_end
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1],KOfam,"KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00220 Arginine biosynthesis [PATH:ko00220]!!!Enzymes>>>4. Lyases>>>4.3  Carbon-nitrogen lyases>>>4.3.2  Amidine-lyases>>>4.3.2.1  argininosuccinate lyase!!!Exosome>>>Exosomal proteins>>>Exosomal proteins of other body fluids (saliva and urine)",KEGG_BRITE
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1],KOfam,"Argininosuccinate lyase (ArgH) (PDB:1AOS)!!!N-acetylglutamate synthase or related acetyltransferase, GNAT family (ArgA) (PDB:2R98)",COG20_FUNCTION
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1],KOfam,Amino acid transport and metabolism!!!Amino acid transport and metabolism,COG20_CATEGORY
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1],KOfam,Arginine biosynthesis!!!Arginine biosynthesis,COG20_PATHWAY
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,argininosuccinate lyase [EC:4.3.2.1],KOfam,argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1],KOfam
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,argininosuccinate lyase [EC:4.3.2.1],KOfam,argininosuccinate lyase [EC:4.3.2.1],KOfam
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,argininosuccinate lyase [EC:4.3.2.1],KOfam,"Ornithine biosynthesis, glutamate => ornithine!!!Arginine biosynthesis, ornithine => arginine!!!Urea cycle",KEGG_Module
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,argininosuccinate lyase [EC:4.3.2.1],KOfam,"Arginine biosynthesis, ornithine => arginine!!!Arginine biosynthesis, glutamate => acetylcitrulline => arginine!!!Urea cycle",KEGG_Module
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,argininosuccinate lyase [EC:4.3.2.1],KOfam,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,argininosuccinate lyase [EC:4.3.2.1],KOfam,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,argininosuccinate lyase [EC:4.3.2.1],KOfam,"KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00220 Arginine biosynthesis [PATH:ko00220]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.1  amino-acid N-acetyltransferase!!!Enzymes>>>4. Lyases>>>4.3  Carbon-nitrogen lyases>>>4.3.2  Amidine-lyases>>>4.3.2.1  argininosuccinate lyase",KEGG_BRITE
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,argininosuccinate lyase [EC:4.3.2.1],KOfam,"KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00220 Arginine biosynthesis [PATH:ko00220]!!!Enzymes>>>4. Lyases>>>4.3  Carbon-nitrogen lyases>>>4.3.2  Amidine-lyases>>>4.3.2.1  argininosuccinate lyase!!!Exosome>>>Exosomal proteins>>>Exosomal proteins of other body fluids (saliva and urine)",KEGG_BRITE
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,argininosuccinate lyase [EC:4.3.2.1],KOfam,"Argininosuccinate lyase (ArgH) (PDB:1AOS)!!!N-acetylglutamate synthase or related acetyltransferase, GNAT family (ArgA) (PDB:2R98)",COG20_FUNCTION
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,argininosuccinate lyase [EC:4.3.2.1],KOfam,Amino acid transport and metabolism!!!Amino acid transport and metabolism,COG20_CATEGORY
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,argininosuccinate lyase [EC:4.3.2.1],KOfam,Arginine biosynthesis!!!Arginine biosynthesis,COG20_PATHWAY
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Ornithine biosynthesis, glutamate => ornithine!!!Arginine biosynthesis, ornithine => arginine!!!Urea cycle",KEGG_Module,argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1],KOfam
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Ornithine biosynthesis, glutamate => ornithine!!!Arginine biosynthesis, ornithine => arginine!!!Urea cycle",KEGG_Module,argininosuccinate lyase [EC:4.3.2.1],KOfam
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Ornithine biosynthesis, glutamate => ornithine!!!Arginine biosynthesis, ornithine => arginine!!!Urea cycle",KEGG_Module,"Ornithine biosynthesis, glutamate => ornithine!!!Arginine biosynthesis, ornithine => arginine!!!Urea cycle",KEGG_Module
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Ornithine biosynthesis, glutamate => ornithine!!!Arginine biosynthesis, ornithine => arginine!!!Urea cycle",KEGG_Module,"Arginine biosynthesis, ornithine => arginine!!!Arginine biosynthesis, glutamate => acetylcitrulline => arginine!!!Urea cycle",KEGG_Module
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Ornithine biosynthesis, glutamate => ornithine!!!Arginine biosynthesis, ornithine => arginine!!!Urea cycle",KEGG_Module,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Ornithine biosynthesis, glutamate => ornithine!!!Arginine biosynthesis, ornithine => arginine!!!Urea cycle",KEGG_Module,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Ornithine biosynthesis, glutamate => ornithine!!!Arginine biosynthesis, ornithine => arginine!!!Urea cycle",KEGG_Module,"KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00220 Arginine biosynthesis [PATH:ko00220]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.1  amino-acid N-acetyltransferase!!!Enzymes>>>4. Lyases>>>4.3  Carbon-nitrogen lyases>>>4.3.2  Amidine-lyases>>>4.3.2.1  argininosuccinate lyase",KEGG_BRITE
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Ornithine biosynthesis, glutamate => ornithine!!!Arginine biosynthesis, ornithine => arginine!!!Urea cycle",KEGG_Module,"KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00220 Arginine biosynthesis [PATH:ko00220]!!!Enzymes>>>4. Lyases>>>4.3  Carbon-nitrogen lyases>>>4.3.2  Amidine-lyases>>>4.3.2.1  argininosuccinate lyase!!!Exosome>>>Exosomal proteins>>>Exosomal proteins of other body fluids (saliva and urine)",KEGG_BRITE
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Ornithine biosynthesis, glutamate => ornithine!!!Arginine biosynthesis, ornithine => arginine!!!Urea cycle",KEGG_Module,"Argininosuccinate lyase (ArgH) (PDB:1AOS)!!!N-acetylglutamate synthase or related acetyltransferase, GNAT family (ArgA) (PDB:2R98)",COG20_FUNCTION
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Ornithine biosynthesis, glutamate => ornithine!!!Arginine biosynthesis, ornithine => arginine!!!Urea cycle",KEGG_Module,Amino acid transport and metabolism!!!Amino acid transport and metabolism,COG20_CATEGORY
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Ornithine biosynthesis, glutamate => ornithine!!!Arginine biosynthesis, ornithine => arginine!!!Urea cycle",KEGG_Module,Arginine biosynthesis!!!Arginine biosynthesis,COG20_PATHWAY
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Arginine biosynthesis, ornithine => arginine!!!Arginine biosynthesis, glutamate => acetylcitrulline => arginine!!!Urea cycle",KEGG_Module,argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1],KOfam
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Arginine biosynthesis, ornithine => arginine!!!Arginine biosynthesis, glutamate => acetylcitrulline => arginine!!!Urea cycle",KEGG_Module,argininosuccinate lyase [EC:4.3.2.1],KOfam
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Arginine biosynthesis, ornithine => arginine!!!Arginine biosynthesis, glutamate => acetylcitrulline => arginine!!!Urea cycle",KEGG_Module,"Ornithine biosynthesis, glutamate => ornithine!!!Arginine biosynthesis, ornithine => arginine!!!Urea cycle",KEGG_Module
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Arginine biosynthesis, ornithine => arginine!!!Arginine biosynthesis, glutamate => acetylcitrulline => arginine!!!Urea cycle",KEGG_Module,"Arginine biosynthesis, ornithine => arginine!!!Arginine biosynthesis, glutamate => acetylcitrulline => arginine!!!Urea cycle",KEGG_Module
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Arginine biosynthesis, ornithine => arginine!!!Arginine biosynthesis, glutamate => acetylcitrulline => arginine!!!Urea cycle",KEGG_Module,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Arginine biosynthesis, ornithine => arginine!!!Arginine biosynthesis, glutamate => acetylcitrulline => arginine!!!Urea cycle",KEGG_Module,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Arginine biosynthesis, ornithine => arginine!!!Arginine biosynthesis, glutamate => acetylcitrulline => arginine!!!Urea cycle",KEGG_Module,"KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00220 Arginine biosynthesis [PATH:ko00220]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.1  amino-acid N-acetyltransferase!!!Enzymes>>>4. Lyases>>>4.3  Carbon-nitrogen lyases>>>4.3.2  Amidine-lyases>>>4.3.2.1  argininosuccinate lyase",KEGG_BRITE
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Arginine biosynthesis, ornithine => arginine!!!Arginine biosynthesis, glutamate => acetylcitrulline => arginine!!!Urea cycle",KEGG_Module,"KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00220 Arginine biosynthesis [PATH:ko00220]!!!Enzymes>>>4. Lyases>>>4.3  Carbon-nitrogen lyases>>>4.3.2  Amidine-lyases>>>4.3.2.1  argininosuccinate lyase!!!Exosome>>>Exosomal proteins>>>Exosomal proteins of other body fluids (saliva and urine)",KEGG_BRITE
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Arginine biosynthesis, ornithine => arginine!!!Arginine biosynthesis, glutamate => acetylcitrulline => arginine!!!Urea cycle",KEGG_Module,"Argininosuccinate lyase (ArgH) (PDB:1AOS)!!!N-acetylglutamate synthase or related acetyltransferase, GNAT family (ArgA) (PDB:2R98)",COG20_FUNCTION
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Arginine biosynthesis, ornithine => arginine!!!Arginine biosynthesis, glutamate => acetylcitrulline => arginine!!!Urea cycle",KEGG_Module,Amino acid transport and metabolism!!!Amino acid transport and metabolism,COG20_CATEGORY
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,"Arginine biosynthesis, ornithine => arginine!!!Arginine biosynthesis, glutamate => acetylcitrulline => arginine!!!Urea cycle",KEGG_Module,Arginine biosynthesis!!!Arginine biosynthesis,COG20_PATHWAY
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class,argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1],KOfam
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class,argininosuccinate lyase [EC:4.3.2.1],KOfam
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class,"Ornithine biosynthesis, glutamate => ornithine!!!Arginine biosynthesis, ornithine => arginine!!!Urea cycle",KEGG_Module
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class,"Arginine biosynthesis, ornithine => arginine!!!Arginine biosynthesis, glutamate => acetylcitrulline => arginine!!!Urea cycle",KEGG_Module
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class,"KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00220 Arginine biosynthesis [PATH:ko00220]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.1  amino-acid N-acetyltransferase!!!Enzymes>>>4. Lyases>>>4.3  Carbon-nitrogen lyases>>>4.3.2  Amidine-lyases>>>4.3.2.1  argininosuccinate lyase",KEGG_BRITE
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class,"KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00220 Arginine biosynthesis [PATH:ko00220]!!!Enzymes>>>4. Lyases>>>4.3  Carbon-nitrogen lyases>>>4.3.2  Amidine-lyases>>>4.3.2.1  argininosuccinate lyase!!!Exosome>>>Exosomal proteins>>>Exosomal proteins of other body fluids (saliva and urine)",KEGG_BRITE
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class,"Argininosuccinate lyase (ArgH) (PDB:1AOS)!!!N-acetylglutamate synthase or related acetyltransferase, GNAT family (ArgA) (PDB:2R98)",COG20_FUNCTION
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class,Amino acid transport and metabolism!!!Amino acid transport and metabolism,COG20_CATEGORY
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class,Arginine biosynthesis!!!Arginine biosynthesis,COG20_PATHWAY
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class,argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1],KOfam
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class,argininosuccinate lyase [EC:4.3.2.1],KOfam
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class,"Ornithine biosynthesis, glutamate => ornithine!!!Arginine biosynthesis, ornithine => arginine!!!Urea cycle",KEGG_Module
contig_75320,true,49499,bottom,0.08632327518466132,low,top,0.4444444444444444,middle,-1,,,2848718,3156,2848718,1275,Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism,KEGG_Class,"Arginine biosynthesis, ornithine => arginine!!!Arginine biosynthesis, glutamate => acetylcitrulline => arginine!!!Urea cycle",KEGG_Module
