contig,strand,position,Treatment,m,binarized_meth_type,Treatment_top,m_top,binarized_meth_type_top,gene_callers_id,function,source,gene_callers_id_start,distance_to_start,gene_callers_id_end,distance_to_end,function_start,source_start,function_end,source_end
contig_74085,true,372761,bottom,0.1573825570028328,low,top,0.6666666666666666,middle,-1,,,2822438,2179,2822438,1489,"ABC-type branched-chain amino acid transport system, ATPase component LivF (LivF) (PDB:1JI0) (PUBMED:26527648;32250026)",COG20_FUNCTION,"ABC-type branched-chain amino acid transport system, ATPase component LivF (LivF) (PDB:1JI0) (PUBMED:26527648;32250026)",COG20_FUNCTION
contig_74085,true,372761,bottom,0.1573825570028328,low,top,0.6666666666666666,middle,-1,,,2822438,2179,2822438,1489,"ABC-type branched-chain amino acid transport system, ATPase component LivF (LivF) (PDB:1JI0) (PUBMED:26527648;32250026)",COG20_FUNCTION,Amino acid transport and metabolism,COG20_CATEGORY
contig_74085,true,372761,bottom,0.1573825570028328,low,top,0.6666666666666666,middle,-1,,,2822438,2179,2822438,1489,Amino acid transport and metabolism,COG20_CATEGORY,urea transport system ATP-binding protein,KOfam
contig_74085,true,372761,bottom,0.1573825570028328,low,top,0.6666666666666666,middle,-1,,,2822438,2179,2822438,1489,Amino acid transport and metabolism,COG20_CATEGORY,"KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]!!!Transporters>>>ABC transporters, prokaryotic type>>>Phosphate and amino acid transporters>>>Urea transporter",KEGG_BRITE
contig_74085,true,372761,bottom,0.1573825570028328,low,top,0.6666666666666666,middle,-1,,,2822438,2179,2822438,1489,Amino acid transport and metabolism,COG20_CATEGORY,"ABC-type branched-chain amino acid transport system, ATPase component LivF (LivF) (PDB:1JI0) (PUBMED:26527648;32250026)",COG20_FUNCTION
contig_74085,true,372761,bottom,0.1573825570028328,low,top,0.6666666666666666,middle,-1,,,2822438,2179,2822438,1489,Amino acid transport and metabolism,COG20_CATEGORY,Amino acid transport and metabolism,COG20_CATEGORY
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],KOfam,CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],KOfam
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],KOfam,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",KEGG_Module
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],KOfam,Pathway modules; Lipid metabolism; Lipid metabolism,KEGG_Class
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],KOfam,"KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00564 Glycerophospholipid metabolism [PATH:ko00564]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.8  CDP-diacylglycerol---serine O-phosphatidyltransferase",KEGG_BRITE
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],KOfam,Phosphatidylserine synthase (PssA),COG20_FUNCTION
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],KOfam,Lipid transport and metabolism,COG20_CATEGORY
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",KEGG_Module,CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],KOfam
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",KEGG_Module,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",KEGG_Module
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",KEGG_Module,Pathway modules; Lipid metabolism; Lipid metabolism,KEGG_Class
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",KEGG_Module,"KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00564 Glycerophospholipid metabolism [PATH:ko00564]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.8  CDP-diacylglycerol---serine O-phosphatidyltransferase",KEGG_BRITE
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",KEGG_Module,Phosphatidylserine synthase (PssA),COG20_FUNCTION
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",KEGG_Module,Lipid transport and metabolism,COG20_CATEGORY
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,Pathway modules; Lipid metabolism; Lipid metabolism,KEGG_Class,CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],KOfam
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,Pathway modules; Lipid metabolism; Lipid metabolism,KEGG_Class,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",KEGG_Module
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,Pathway modules; Lipid metabolism; Lipid metabolism,KEGG_Class,Pathway modules; Lipid metabolism; Lipid metabolism,KEGG_Class
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,Pathway modules; Lipid metabolism; Lipid metabolism,KEGG_Class,"KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00564 Glycerophospholipid metabolism [PATH:ko00564]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.8  CDP-diacylglycerol---serine O-phosphatidyltransferase",KEGG_BRITE
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,Pathway modules; Lipid metabolism; Lipid metabolism,KEGG_Class,Phosphatidylserine synthase (PssA),COG20_FUNCTION
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,Pathway modules; Lipid metabolism; Lipid metabolism,KEGG_Class,Lipid transport and metabolism,COG20_CATEGORY
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,"KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00564 Glycerophospholipid metabolism [PATH:ko00564]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.8  CDP-diacylglycerol---serine O-phosphatidyltransferase",KEGG_BRITE,CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],KOfam
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,"KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00564 Glycerophospholipid metabolism [PATH:ko00564]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.8  CDP-diacylglycerol---serine O-phosphatidyltransferase",KEGG_BRITE,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",KEGG_Module
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,"KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00564 Glycerophospholipid metabolism [PATH:ko00564]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.8  CDP-diacylglycerol---serine O-phosphatidyltransferase",KEGG_BRITE,Pathway modules; Lipid metabolism; Lipid metabolism,KEGG_Class
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,"KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00564 Glycerophospholipid metabolism [PATH:ko00564]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.8  CDP-diacylglycerol---serine O-phosphatidyltransferase",KEGG_BRITE,"KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00564 Glycerophospholipid metabolism [PATH:ko00564]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.8  CDP-diacylglycerol---serine O-phosphatidyltransferase",KEGG_BRITE
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,"KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00564 Glycerophospholipid metabolism [PATH:ko00564]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.8  CDP-diacylglycerol---serine O-phosphatidyltransferase",KEGG_BRITE,Phosphatidylserine synthase (PssA),COG20_FUNCTION
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,"KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00564 Glycerophospholipid metabolism [PATH:ko00564]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.8  CDP-diacylglycerol---serine O-phosphatidyltransferase",KEGG_BRITE,Lipid transport and metabolism,COG20_CATEGORY
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,Phosphatidylserine synthase (PssA),COG20_FUNCTION,CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],KOfam
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,Phosphatidylserine synthase (PssA),COG20_FUNCTION,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",KEGG_Module
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,Phosphatidylserine synthase (PssA),COG20_FUNCTION,Pathway modules; Lipid metabolism; Lipid metabolism,KEGG_Class
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,Phosphatidylserine synthase (PssA),COG20_FUNCTION,"KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00564 Glycerophospholipid metabolism [PATH:ko00564]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.8  CDP-diacylglycerol---serine O-phosphatidyltransferase",KEGG_BRITE
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,Phosphatidylserine synthase (PssA),COG20_FUNCTION,Phosphatidylserine synthase (PssA),COG20_FUNCTION
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,Phosphatidylserine synthase (PssA),COG20_FUNCTION,Lipid transport and metabolism,COG20_CATEGORY
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,Lipid transport and metabolism,COG20_CATEGORY,CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],KOfam
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,Lipid transport and metabolism,COG20_CATEGORY,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",KEGG_Module
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,Lipid transport and metabolism,COG20_CATEGORY,Pathway modules; Lipid metabolism; Lipid metabolism,KEGG_Class
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,Lipid transport and metabolism,COG20_CATEGORY,"KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00564 Glycerophospholipid metabolism [PATH:ko00564]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.8  CDP-diacylglycerol---serine O-phosphatidyltransferase",KEGG_BRITE
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,Lipid transport and metabolism,COG20_CATEGORY,Phosphatidylserine synthase (PssA),COG20_FUNCTION
contig_74085,true,579597,bottom,0.12231449086833938,low,top,0.4,middle,-1,,,2822628,2291,2822628,1454,Lipid transport and metabolism,COG20_CATEGORY,Lipid transport and metabolism,COG20_CATEGORY
contig_74085,false,581953,bottom,0.014466546112115732,low,top,0.5,middle,-1,,,2822629,1894,2822629,1675,,,,
